Concurso	Data do Sorteio	Coluna1	Coluna2	Coluna3	Coluna4	Coluna5	Coluna6
2038	08/05/18	6	25	26	35	38	40
2039	10/05/18	6	12	22	28	31	44
2040	12/05/18	6	9	41	54	56	58
2041	16/05/18	10	12	22	25	42	54
2042	19/05/18	14	22	29	32	33	35
2043	23/05/18	21	38	53	56	57	58
2044	26/05/18	7	14	47	54	56	60
2045	30/05/18	15	25	27	45	46	50
2046	02/06/18	3	6	11	27	28	46
2047	06/06/18	1	18	19	29	44	54
2048	09/06/18	10	19	26	35	38	39
2049	13/06/18	10	19	27	31	51	53
2050	16/06/18	8	31	32	33	38	50
2051	20/06/18	1	5	6	37	44	53
2052	23/06/18	50	51	56	57	58	59
2053	27/06/18	12	22	27	37	40	55
2054	30/06/18	4	7	12	22	26	39
2055	03/07/18	6	25	35	43	46	53
2056	05/07/18	18	22	29	34	36	47
2057	07/07/18	10	13	20	37	38	54
2058	11/07/18	4	19	23	29	56	59
2059	14/07/18	4	5	36	40	44	56
2060	18/07/18	8	9	11	25	39	41
2061	21/07/18	33	36	40	44	45	54
2062	25/07/18	8	10	15	23	25	34
2063	28/07/18	6	10	19	24	25	29
2064	01/08/18	10	14	36	53	55	60
2065	04/08/18	4	11	20	30	37	43
2066	08/08/18	6	25	27	35	45	55
2067	11/08/18	2	11	13	26	32	59
2068	14/08/18	3	5	9	40	42	47
2069	16/08/18	3	17	34	35	40	48
2070	18/08/18	5	26	27	34	42	48
2071	22/08/18	24	33	34	35	46	60
2072	25/08/18	10	12	13	20	22	54
2073	29/08/18	12	15	18	30	52	55
2074	01/09/18	8	18	23	37	42	58
2075	05/09/18	7	9	23	33	57	59
2076	08/09/18	5	6	12	15	22	43
2077	12/09/18	13	16	26	35	37	39
2078	15/09/18	2	11	15	30	36	39
2079	18/09/18	1	2	14	37	55	58
2080	20/09/18	10	22	40	46	55	58
2081	22/09/18	13	18	35	40	41	42
2082	26/09/18	6	25	33	42	48	49
2083	29/09/18	1	18	19	33	56	60
2084	03/10/18	7	20	26	37	38	39
2085	06/10/18	12	21	25	37	38	49
2086	10/10/18	4	35	43	46	47	53
2087	13/10/18	2	18	19	23	34	53
2088	17/10/18	3	14	24	27	38	56
2089	20/10/18	5	10	32	38	48	49
2090	23/10/18	8	11	18	37	40	51
2091	25/10/18	10	11	12	37	38	59
2092	27/10/18	11	13	15	17	22	27
2093	31/10/18	8	14	27	34	52	54
2094	03/11/18	4	16	19	31	33	44
2095	07/11/18	16	29	35	43	49	56
2096	10/11/18	6	11	13	19	24	51
2097	14/11/18	9	24	28	45	49	51
2098	17/11/18	2	8	18	27	38	60
2099	21/11/18	5	15	20	27	30	58
2100	24/11/18	1	10	11	13	35	49
2101	28/11/18	2	8	18	37	56	58
2102	01/12/18	4	6	17	34	51	57
2103	04/12/18	3	13	40	44	46	50
2104	06/12/18	2	10	12	27	45	56
2105	08/12/18	11	13	16	24	31	46
2106	12/12/18	3	27	36	39	40	43
2107	15/12/18	8	38	44	50	56	60
2108	18/12/18	19	22	29	41	44	59
2109	20/12/18	4	12	16	34	44	49
2110	31/12/18	5	10	12	18	25	33
2111	02/01/19	1	41	44	46	54	58
2112	05/01/19	17	39	43	46	52	53
2113	09/01/19	11	14	21	25	46	50
2114	12/01/19	17	25	30	35	42	57
2115	15/01/19	4	19	27	35	40	44
2116	17/01/19	1	9	19	21	34	54
2117	19/01/19	4	28	29	30	43	52
2118	23/01/19	11	12	20	40	41	46
2119	26/01/19	19	21	26	31	42	49
2120	30/01/19	13	20	24	25	38	41
2121	02/02/19	8	10	17	29	37	40
2122	06/02/19	3	11	15	21	27	49
2123	09/02/19	14	15	47	50	56	59
2124	13/02/19	2	11	20	31	43	47
2125	16/02/19	1	31	44	46	53	58
2126	20/02/19	7	12	24	27	39	58
2127	23/02/19	1	7	28	30	44	46
2128	26/02/19	11	16	24	46	54	55
2129	28/02/19	6	12	31	32	46	60
2130	02/03/19	13	16	36	53	54	55
2131	06/03/19	2	3	6	18	20	28
2132	09/03/19	5	18	30	35	39	60
2133	13/03/19	19	20	26	51	52	57
2134	16/03/19	6	21	34	46	54	59
2135	20/03/19	9	23	28	40	48	59
2136	23/03/19	1	8	11	22	30	35
2137	27/03/19	1	2	11	12	34	49
2138	30/03/19	4	13	14	21	30	34
2139	03/04/19	14	23	29	41	57	58
2140	06/04/19	17	20	26	36	42	54
2141	10/04/19	10	11	17	19	37	41
2142	13/04/19	7	40	44	50	52	57
2143	17/04/19	2	12	35	51	57	58
2144	20/04/19	7	16	21	33	55	60
2145	24/04/19	6	8	28	51	53	59
2146	27/04/19	16	18	31	39	42	44
2147	02/05/19	17	19	37	41	42	49
2148	04/05/19	8	15	32	33	58	59
2149	08/05/19	21	23	37	44	46	48
2150	11/05/19	23	24	26	38	42	49
2151	15/05/19	2	14	18	29	36	38
2152	18/05/19	26	29	36	49	50	59
2153	22/05/19	8	13	28	31	32	33
2154	25/05/19	7	25	41	47	50	53
2155	29/05/19	2	6	27	37	44	47
2156	01/06/19	1	6	23	26	39	49
2157	05/06/19	31	33	34	35	39	48
2158	08/06/19	9	27	35	45	46	59
2159	12/06/19	14	26	35	38	45	53
2160	15/06/19	1	19	46	47	49	53
2161	19/06/19	8	9	10	24	42	44
2162	22/06/19	11	16	22	30	34	42
2163	26/06/19	8	18	20	24	36	45
2164	29/06/19	16	17	25	47	48	58
2165	03/07/19	5	37	43	49	54	56
2166	06/07/19	3	19	34	44	56	58
2167	09/07/19	27	37	38	43	45	54
2168	11/07/19	1	4	25	27	29	37
2169	13/07/19	7	34	45	51	54	59
2170	17/07/19	10	21	24	36	38	51
2171	20/07/19	12	13	19	36	44	55
2172	24/07/19	9	24	28	37	43	57
2173	27/07/19	2	9	42	44	48	50
2174	31/07/19	10	15	34	36	56	60
2175	03/08/19	7	25	32	43	53	55
2176	06/08/19	8	23	25	39	43	44
2177	08/08/19	9	11	14	31	48	51
2178	10/08/19	2	16	21	42	50	56
2179	14/08/19	2	13	24	35	50	54
2180	17/08/19	10	12	16	21	28	38
2181	21/08/19	1	8	19	33	36	48
2182	24/08/19	19	22	39	46	47	59
2183	28/08/19	13	26	30	34	43	51
2184	31/08/19	15	36	45	51	52	59
2185	04/09/19	9	18	19	22	42	47
2186	09/09/19	12	18	19	27	41	46
2187	11/09/19	10	11	16	21	46	50
2188	14/09/19	2	17	21	28	51	60
2189	18/09/19	4	11	16	22	29	33
2190	21/09/19	5	9	20	25	35	53
2191	24/09/19	4	8	26	33	46	53
2192	26/09/19	7	16	37	53	57	59
2193	28/09/19	7	8	22	27	29	42
2194	02/10/19	8	16	20	21	31	34
2195	05/10/19	14	24	32	38	46	53
2196	09/10/19	1	25	27	28	41	56
2197	14/10/19	3	11	29	35	44	57
2198	16/10/19	1	11	34	36	44	56
2199	19/10/19	15	23	30	35	38	44
2200	22/10/19	11	15	28	36	43	55
2201	24/10/19	3	13	23	41	49	53
2202	26/10/19	11	29	37	38	43	60
2203	30/10/19	17	34	46	49	50	57
2204	04/11/19	1	28	29	32	35	56
2205	06/11/19	12	21	28	37	42	57
2206	09/11/19	6	27	38	42	45	57
2207	13/11/19	6	10	11	43	53	55
2208	16/11/19	16	25	30	40	45	49
2209	20/11/19	22	25	28	32	33	47
2210	23/11/19	11	17	24	25	33	34
2211	27/11/19	27	36	40	41	44	54
2212	30/11/19	23	26	51	52	53	58
2213	04/12/19	5	7	10	32	46	60
2214	07/12/19	4	10	18	30	34	47
2215	11/12/19	1	19	21	23	33	43
2216	14/12/19	10	24	42	43	48	49
2217	17/12/19	10	14	16	30	32	36
2218	19/12/19	6	16	22	38	48	52
2219	21/12/19	8	28	36	45	57	59
2220	31/12/19	3	35	38	40	57	58
2221	04/01/20	5	23	34	45	56	57
2222	08/01/20	13	14	29	30	48	59
2223	11/01/20	2	26	40	42	49	56
2224	15/01/20	16	23	32	50	52	58
2225	18/01/20	1	32	37	44	46	47
2226	21/01/20	2	4	7	16	30	38
2227	23/01/20	6	9	12	27	32	57
2228	25/01/20	9	19	23	32	39	45
2229	29/01/20	6	11	29	40	41	58
2230	01/02/20	7	17	26	39	56	60
2231	05/02/20	4	13	25	40	53	57
2232	08/02/20	7	8	31	34	38	47
2233	12/02/20	4	6	32	35	41	45
2234	15/02/20	4	21	27	29	42	47
2235	19/02/20	14	18	30	35	55	57
2236	22/02/20	7	20	38	43	45	53
2237	27/02/20	11	20	27	28	53	60
2238	29/02/20	11	36	45	55	57	58
2239	04/03/20	7	27	31	39	45	46
2240	07/03/20	7	9	10	19	25	58
2241	10/03/20	1	13	18	26	40	56
2242	12/03/20	5	9	18	24	25	42
2243	14/03/20	14	18	28	35	38	54
2244	18/03/20	3	5	11	34	37	42
2245	21/03/20	11	14	15	18	33	34
2246	25/03/20	5	9	24	27	33	46
2247	28/03/20	1	42	44	47	48	53
2248	01/04/20	9	15	20	29	30	42
2249	04/04/20	4	9	31	47	49	53
2250	08/04/20	27	33	39	52	57	58
2251	11/04/20	5	15	22	26	54	58
2252	15/04/20	1	17	30	37	46	50
2253	18/04/20	31	32	33	39	52	55
2254	22/04/20	4	9	24	44	47	56
2255	25/04/20	15	20	39	41	49	57
2256	29/04/20	9	10	30	37	47	54
2257	02/05/20	18	21	30	31	34	51
2258	05/05/20	1	5	7	14	23	26
2259	07/05/20	20	27	41	54	56	58
2260	09/05/20	12	14	34	35	37	47
2261	13/05/20	7	23	26	27	29	51
2262	16/05/20	7	8	14	23	30	46
2263	20/05/20	9	24	33	43	49	57
2264	23/05/20	2	3	8	19	29	37
2265	27/05/20	14	20	23	39	46	50
2266	30/05/20	10	23	31	37	58	59
2267	03/06/20	20	32	33	48	49	53
2268	06/06/20	4	13	23	28	30	52
2269	10/06/20	1	11	14	23	29	55
2270	13/06/20	14	16	38	39	41	48
2271	17/06/20	6	10	27	28	41	52
2272	20/06/20	2	5	11	24	41	49
2273	24/06/20	15	16	20	38	40	58
2274	27/06/20	8	11	17	33	40	55
2275	01/07/20	2	4	25	36	50	53
2276	04/07/20	5	15	18	27	49	57
2277	08/07/20	10	22	23	37	53	60
2278	11/07/20	8	17	34	37	43	45
2279	14/07/20	5	12	14	20	27	28
2280	16/07/20	28	29	31	50	58	59
2281	18/07/20	14	27	35	40	50	55
2282	22/07/20	12	27	30	36	45	52
2283	25/07/20	4	24	37	43	59	60
2284	29/07/20	4	10	12	14	36	46
2285	01/08/20	1	7	10	12	33	42
2286	05/08/20	9	21	30	41	42	43
2287	08/08/20	2	4	6	29	41	56
2288	11/08/20	2	26	35	39	40	56
2289	13/08/20	6	9	34	37	38	45
2290	15/08/20	5	18	36	44	57	60
2291	19/08/20	12	26	31	36	37	49
2292	22/08/20	6	16	18	33	42	57
2293	26/08/20	1	2	10	37	42	48
2294	29/08/20	9	15	20	33	41	43
2295	02/09/20	6	13	26	28	35	41
2296	05/09/20	1	6	21	29	36	59
2297	09/09/20	20	22	35	40	41	59
2298	12/09/20	13	17	21	31	41	49
2299	15/09/20	2	3	19	40	44	60
2300	17/09/20	9	21	37	39	43	54
2301	19/09/20	17	18	35	36	47	52
2302	23/09/20	18	22	25	27	43	44
2303	26/09/20	3	7	17	20	48	50
2304	30/09/20	12	21	29	54	56	57
2305	03/10/20	7	16	22	38	55	57
2306	07/10/20	3	19	28	33	57	58
2307	10/10/20	16	33	38	46	53	55
2308	14/10/20	9	13	26	38	58	60
2309	17/10/20	9	11	29	30	33	60
2310	20/10/20	13	17	28	29	42	53
2311	22/10/20	3	5	9	35	43	60
2312	24/10/20	3	27	39	46	47	60
2313	28/10/20	3	20	26	45	49	58
2314	31/10/20	6	7	28	42	45	49
2315	04/11/20	1	10	17	26	30	53
2316	07/11/20	2	11	43	49	52	56
2317	11/11/20	3	8	30	33	35	48
2318	14/11/20	28	44	52	54	58	60
2319	18/11/20	6	17	25	35	40	49
2320	21/11/20	6	30	35	39	42	48
2321	25/11/20	14	25	28	41	43	46
2322	28/11/20	2	5	10	29	34	41
2323	02/12/20	20	27	35	39	50	59
2324	05/12/20	2	16	19	31	43	60
2325	08/12/20	33	34	37	46	52	60
2326	10/12/20	10	16	27	34	36	57
2327	12/12/20	30	37	45	54	57	58
2328	16/12/20	8	11	14	39	48	53
2329	19/12/20	12	14	28	42	45	55
2330	31/12/20	17	20	22	35	41	42
2331	02/01/21	11	13	16	36	53	57
2332	06/01/21	12	33	35	36	44	52
2333	09/01/21	9	16	31	41	53	55
2334	13/01/21	4	13	20	22	25	60
2335	16/01/21	9	18	23	42	47	49
2336	20/01/21	8	10	20	27	28	50
2337	23/01/21	2	9	34	49	51	55
2338	26/01/21	8	21	23	34	42	47
2339	28/01/21	4	18	29	47	48	59
2340	30/01/21	16	21	28	41	49	51
2341	03/02/21	4	9	31	32	42	46
2342	06/02/21	17	20	24	27	40	60
2343	10/02/21	4	31	42	45	49	56
2344	13/02/21	11	17	25	38	52	57
2345	17/02/21	7	16	19	22	28	55
2346	20/02/21	3	4	11	40	42	58
2347	24/02/21	8	9	17	30	58	60
2348	27/02/21	2	3	7	48	51	54
2349	03/03/21	5	10	25	32	49	54
2350	06/03/21	25	28	29	34	41	45
2351	10/03/21	19	22	35	41	47	49
2352	13/03/21	9	17	38	41	49	55
2353	17/03/21	3	19	34	41	48	53
2354	20/03/21	6	18	25	30	42	54
2355	24/03/21	7	30	31	41	50	56
2356	27/03/21	3	10	25	36	51	58
2357	31/03/21	19	28	30	34	40	51
2358	03/04/21	5	9	11	16	43	57
2359	06/04/21	31	32	39	42	43	51
2360	08/04/21	10	15	21	24	29	45
2361	10/04/21	14	21	22	29	35	46
2362	14/04/21	3	20	22	32	35	50
2363	17/04/21	6	14	24	34	39	58
2364	22/04/21	20	33	42	44	51	56
2365	24/04/21	1	17	28	37	44	50
2366	28/04/21	4	27	33	35	38	41
2367	30/04/21	5	23	29	34	53	60
2368	04/05/21	4	7	13	25	36	58
2369	06/05/21	4	9	17	19	37	60
2370	08/05/21	7	31	37	42	44	56
2371	12/05/21	4	15	30	36	39	48
2372	15/05/21	3	19	25	44	46	57
2373	19/05/21	23	24	26	44	49	60
2374	22/05/21	12	13	25	37	39	41
2375	26/05/21	2	6	44	46	53	58
2376	29/05/21	12	14	17	18	19	22
2377	02/06/21	5	18	29	35	43	44
2378	05/06/21	11	37	38	41	49	54
2379	09/06/21	2	8	26	32	46	56
2380	12/06/21	11	16	20	24	39	53
2381	16/06/21	7	23	32	41	42	47
2382	19/06/21	6	9	19	38	53	55
2383	23/06/21	13	15	16	20	40	41
2384	26/06/21	9	13	22	25	26	31
2385	29/06/21	12	24	32	37	43	60
2386	01/07/21	11	13	16	35	49	50
2387	03/07/21	8	26	30	31	38	48
2388	07/07/21	8	30	33	37	45	48
2389	10/07/21	16	30	37	39	40	51
2390	14/07/21	9	13	20	22	32	56
2391	17/07/21	5	8	13	27	36	50
2392	21/07/21	11	15	23	25	34	53
2393	24/07/21	26	27	28	32	38	51
2394	28/07/21	5	16	25	36	42	44
2395	31/07/21	4	11	12	44	45	57
2396	04/08/21	2	3	25	39	42	49
2397	07/08/21	6	14	20	39	46	48
2398	10/08/21	8	17	30	36	54	59
2399	12/08/21	27	35	42	44	51	52
2400	14/08/21	9	21	25	26	36	53
2401	18/08/21	8	11	13	33	38	48
2402	21/08/21	6	22	25	29	30	60
2403	25/08/21	10	12	14	32	33	34
2404	28/08/21	1	19	35	40	47	54
2405	01/09/21	21	38	48	49	53	59
2406	04/09/21	8	12	29	43	54	60
2407	08/09/21	13	17	31	43	54	55
2408	11/09/21	4	29	30	38	43	57
2409	15/09/21	2	29	39	49	52	58
2410	18/09/21	7	10	27	35	43	59
2411	22/09/21	7	26	29	34	43	44
2412	25/09/21	9	16	34	36	49	60
2413	28/09/21	3	22	37	40	41	48
2414	30/09/21	4	5	6	14	29	38
2415	02/10/21	10	12	26	29	35	60
2416	06/10/21	6	7	11	26	37	57
2417	09/10/21	3	7	10	11	27	46
2418	13/10/21	2	11	19	27	57	60
2419	16/10/21	10	35	43	48	50	53
2420	19/10/21	5	8	29	39	44	60
2421	21/10/21	2	3	32	35	48	57
2422	23/10/21	2	7	10	20	30	46
2423	27/10/21	16	18	38	48	51	60
2424	30/10/21	3	16	17	37	38	53
2425	03/11/21	10	31	38	46	49	54
2426	06/11/21	5	11	24	27	32	57
2427	10/11/21	3	19	25	37	44	56
2428	13/11/21	3	9	25	28	29	39
2429	17/11/21	11	37	53	55	56	60
2430	20/11/21	19	26	39	45	46	56
2431	24/11/21	8	11	22	25	26	36
2432	27/11/21	7	29	38	40	44	52
2433	01/12/21	8	9	32	52	53	57
2434	04/12/21	1	2	14	28	40	51
2435	07/12/21	5	22	30	32	33	36
2436	09/12/21	5	15	28	32	38	54
2437	11/12/21	1	19	41	46	48	55
2438	15/12/21	4	11	19	25	37	55
2439	18/12/21	2	8	34	38	47	51
2440	31/12/21	12	15	23	32	33	46
2441	05/01/22	9	41	42	46	47	54
2442	08/01/22	2	7	9	25	41	49
2443	12/01/22	1	5	12	13	17	31
2444	15/01/22	15	17	20	35	37	43
2445	19/01/22	11	25	32	37	47	56
2446	22/01/22	1	13	27	41	51	58
2447	25/01/22	13	19	29	42	49	52
2448	27/01/22	18	30	32	35	40	48
2449	29/01/22	14	20	21	31	49	52
2450	02/02/22	2	6	11	15	17	39
2451	05/02/22	13	26	31	46	51	60
2452	09/02/22	8	10	51	56	57	58
2453	12/02/22	10	14	15	24	34	44
2454	16/02/22	9	14	22	24	44	47
2455	19/02/22	21	38	50	53	56	59
2456	22/02/22	28	34	40	41	52	55
2457	24/02/22	10	19	46	47	49	50
2458	26/02/22	15	40	44	45	47	51
2459	03/03/22	15	24	33	49	53	59
2460	05/03/22	16	17	18	28	35	47
2461	09/03/22	8	11	16	21	32	37
2462	12/03/22	3	16	23	41	45	57
2463	16/03/22	11	16	31	37	42	51
2464	19/03/22	2	7	24	43	52	56
2465	23/03/22	3	8	23	29	53	54
2466	26/03/22	2	3	13	20	53	54
2467	30/03/22	1	10	19	34	35	45
2468	02/04/22	22	35	41	42	53	57
2469	06/04/22	5	28	30	38	52	55
2470	09/04/22	8	33	40	42	48	51
2471	13/04/22	8	23	29	30	36	55
2472	16/04/22	5	13	18	23	35	36
2473	20/04/22	15	18	28	42	55	60
2474	23/04/22	22	30	38	39	49	56
2475	26/04/22	1	40	44	45	58	60
2476	28/04/22	2	7	32	46	49	55
2477	30/04/22	20	33	37	38	49	50
2478	04/05/22	2	17	23	28	39	46
2479	07/05/22	10	15	17	20	21	35
2480	11/05/22	4	6	9	31	50	56
2481	14/05/22	1	8	21	27	36	37
2482	18/05/22	1	32	35	44	45	57
2483	21/05/22	20	34	38	40	49	54
2484	25/05/22	11	14	36	41	54	59
2485	28/05/22	5	12	32	38	47	60
2486	31/05/22	8	9	17	19	33	56
2487	02/06/22	23	36	42	48	54	58
2488	04/06/22	17	31	34	40	56	57
2489	08/06/22	3	10	13	25	41	42
2490	11/06/22	11	16	17	41	46	59
2491	15/06/22	22	29	38	43	48	53
2492	18/06/22	10	30	31	33	42	52
2493	22/06/22	4	9	37	43	44	56
2494	25/06/22	1	4	10	22	53	54
2495	28/06/22	8	12	14	30	33	41
2496	30/06/22	7	26	31	38	46	58
2497	02/07/22	5	14	23	46	48	52
2498	06/07/22	9	12	26	29	46	47
2499	09/07/22	11	19	38	47	56	59
2500	13/07/22	5	16	25	32	39	55
2501	16/07/22	11	27	32	40	58	59
2502	20/07/22	16	20	21	39	44	55
2503	23/07/22	3	14	16	38	43	45
2504	27/07/22	14	33	41	42	44	55
2505	30/07/22	3	5	19	26	43	51
2506	02/08/22	21	22	29	34	40	44
2507	04/08/22	4	6	12	34	35	53
2508	06/08/22	41	45	48	51	53	58
2509	10/08/22	8	37	39	50	59	60
2510	13/08/22	8	13	25	32	44	57
2511	17/08/22	4	10	15	39	41	49
2512	20/08/22	7	10	34	47	49	52
2513	24/08/22	13	19	21	35	46	50
2514	27/08/22	5	15	24	34	45	52
2515	31/08/22	3	12	19	41	45	54
2516	03/09/22	8	17	49	51	52	53
2517	08/09/22	1	5	6	16	22	39
2518	10/09/22	3	22	23	44	53	60
2519	13/09/22	3	8	20	36	38	57
2520	15/09/22	2	17	22	41	58	60
2521	17/09/22	23	28	33	38	55	59
2522	21/09/22	4	5	25	32	39	40
2523	24/09/22	1	10	27	36	37	45
2524	28/09/22	3	20	22	37	41	43
2525	01/10/22	4	13	21	26	47	51
2526	05/10/22	2	16	24	38	43	59
2527	08/10/22	8	19	29	38	48	56
2528	13/10/22	4	15	22	53	56	60
2529	15/10/22	3	5	32	56	57	59
2530	18/10/22	14	17	18	28	30	44
2531	20/10/22	1	5	18	49	55	56
2532	22/10/22	10	14	17	18	23	30
2533	26/10/22	17	18	20	37	45	53
2534	29/10/22	28	36	39	44	56	60
2535	03/11/22	1	3	24	37	51	56
2536	05/11/22	9	22	27	30	33	45
2537	09/11/22	12	24	26	31	37	48
2538	12/11/22	6	15	19	20	33	52
2539	16/11/22	1	23	32	33	36	59
2540	19/11/22	2	8	28	34	41	49
2541	22/11/22	10	28	45	47	57	59
2542	24/11/22	12	20	22	25	26	55
2543	26/11/22	2	5	27	30	46	53
2544	30/11/22	25	38	45	53	55	56
2545	03/12/22	20	23	32	36	39	57
2546	07/12/22	3	23	28	34	38	48
